date,total_pnl,avg_execution_price,trade_count,avg_notional,win_rate,classification,value,sentiment_num,profitable_day
2023-05-01,0.0,1898.1333333333332,3,159.0,0.0,Greed,63.0,3.0,False
2023-12-05,0.0,11038.3,9,5556.203333333334,0.0,Extreme Greed,75.0,4.0,False
2023-12-14,-205.43473700000007,8031.868818181818,11,10291.213636363636,0.36363636363636365,Greed,72.0,3.0,False
2023-12-15,-24.632033999999997,2.982,2,5304.975,0.0,Greed,70.0,3.0,False
2023-12-16,0.0,0.3847066666666667,3,5116.256666666667,0.0,Greed,67.0,3.0,False
2023-12-17,304.982785,802.5418592857143,14,8305.572857142857,0.5,Greed,73.0,3.0,True
2023-12-18,0.0,2178.1000000000004,2,15582.089999999998,0.0,Greed,65.0,3.0,False
2023-12-19,1000.5386120000001,447.8019113333333,15,6106.827333333334,0.6666666666666666,Greed,73.0,3.0,True
2023-12-20,162.732282,6.722871666666666,18,7868.710555555556,0.4444444444444444,Greed,74.0,3.0,True
2023-12-21,537.211402,91.84020408163265,49,2555.795306122449,0.5306122448979592,Greed,70.0,3.0,True
2023-12-22,141.832675,30692.8325,10,8887.428,0.2,Greed,74.0,3.0,True
2023-12-23,146.936704,3.0702846153846153,13,6033.711538461538,0.6153846153846154,Greed,70.0,3.0,True
2023-12-24,1008.619956,13680.54118025641,39,10332.177948717948,0.38461538461538464,Greed,71.0,3.0,True
2023-12-25,-245.081348,2275.4,3,19982.836666666666,0.0,Greed,73.0,3.0,False
2023-12-27,-704.8892269999999,0.37319214285714286,28,6121.823571428571,0.14285714285714285,Greed,73.0,3.0,False
2023-12-28,-970.730876,0.4032943478260869,23,4352.923913043478,0.0,Greed,73.0,3.0,False
2023-12-29,508.92214299999995,3836.17816,50,11391.1944,0.3,Greed,65.0,3.0,True
2023-12-30,354.998648,13421.615271153847,52,13510.58096153846,0.4423076923076923,Greed,68.0,3.0,True
2024-01-01,-129.53146,10373.330666666667,18,14679.973888888888,0.05555555555555555,Greed,65.0,3.0,False
2024-01-02,783.979116,10199.892598764705,17,7138.1611764705885,0.47058823529411764,Greed,71.0,3.0,True
2024-01-03,866.015507,738.8837898507463,67,5888.050149253731,0.417910447761194,Greed,70.0,3.0,True
2024-01-04,-67.60364,2212.62,5,19958.508,0.0,Greed,68.0,3.0,False
2024-01-05,164.141565,30495.46818181818,66,25817.31303030303,0.19696969696969696,Greed,72.0,3.0,True
2024-01-06,135.58166400000002,6586.107318181818,22,13569.154545454547,0.45454545454545453,Greed,70.0,3.0,True
2024-01-07,-835.681235,7513.911021649485,97,10812.887216494846,0.09278350515463918,Greed,71.0,3.0,False
2024-01-08,-269.874439,15078.63093734375,128,11894.159609375,0.25,Greed,71.0,3.0,False
2024-01-09,-826.349863,14127.109546714286,70,12429.313857142857,0.2571428571428571,Extreme Greed,76.0,4.0,False
2024-01-10,-1517.091342,12914.76879230052,193,10660.515440414507,0.21243523316062177,Greed,73.0,3.0,False
2024-01-11,-164.08950099999998,12141.70542857143,21,14538.766666666666,0.23809523809523808,Extreme Greed,76.0,4.0,False
2024-01-12,-1925.519024,39774.47142857143,7,28583.181428571428,0.0,Greed,71.0,3.0,False
2024-01-15,152.85358,16738.085714285717,14,3616.8642857142854,0.6428571428571429,Neutral,52.0,2.0,True
2024-01-16,-2299.171458,19105.61008888889,9,12936.37,0.3333333333333333,Greed,64.0,3.0,False
2024-01-17,813.2741110000001,20112.302,53,15110.019433962265,0.20754716981132076,Greed,60.0,3.0,True
2024-01-18,68.93319,24363.11304347826,46,9231.120217391304,0.06521739130434782,Greed,63.0,3.0,True
2024-01-19,-385.419235,14421.93125,48,8925.603541666665,0.125,Neutral,51.0,2.0,False
2024-01-20,-146.57487000000003,14671.724672933962,106,10095.193490566038,0.14150943396226415,Neutral,52.0,2.0,False
2024-01-21,266.58114600000005,19141.940333454546,11,9375.43090909091,0.2727272727272727,Greed,56.0,3.0,True
2024-01-22,1375.640959,6179.383261176471,85,3975.0469411764707,0.27058823529411763,Greed,55.0,3.0,True
2024-01-23,-369.2447299999998,11768.913676111111,45,9211.531777777778,0.24444444444444444,Neutral,50.0,2.0,False
2024-01-24,-2808.353815,16861.48394732353,68,14192.42044117647,0.14705882352941177,Neutral,48.0,2.0,False
2024-01-25,-3093.6293849999997,87.95416666666667,6,11094.355000000001,0.0,Neutral,52.0,2.0,False
2024-01-26,90.2,0.1198688,5,2354.642,0.2,Neutral,49.0,2.0,True
2024-01-28,-2478.06972,16.956,11,1646.2754545454545,0.0,Neutral,54.0,2.0,False
2024-01-29,486.562542,15636.855511594595,74,5597.407837837838,0.6081081081081081,Greed,55.0,3.0,True
2024-01-30,-173.65419100000003,27371.991836734695,49,8183.905714285715,0.10204081632653061,Greed,61.0,3.0,False
2024-01-31,-799.840817,28200.90456028405,859,7340.683504074505,0.2689173457508731,Greed,60.0,3.0,False
2024-02-01,0.0,0.07612616666666668,6,334.69666666666666,0.0,Greed,63.0,3.0,False
2024-02-02,456.423473,15601.771341142858,42,11292.343571428572,0.30952380952380953,Greed,63.0,3.0,True
2024-02-03,223.30918699999998,29939.640223214286,56,10782.5,0.10714285714285714,Greed,60.0,3.0,True
2024-02-04,47.62389499999999,12108.636457142857,35,5805.358,0.2571428571428571,Greed,60.0,3.0,True
2024-02-05,-33.45419400000003,15958.2223625,72,10697.198055555556,0.19444444444444445,Greed,60.0,3.0,False
2024-02-06,-215.615907,22118.307961134193,1088,7396.280707720588,0.1645220588235294,Greed,64.0,3.0,False
2024-02-07,241.24212,3.98582,15,450.582,0.13333333333333333,Greed,62.0,3.0,True
2024-02-08,770.756024,10.0228845,10,2605.112,0.4,Greed,66.0,3.0,True
2024-02-11,983.443176,17890.449081970586,34,6244.465294117647,0.20588235294117646,Greed,71.0,3.0,True
2024-02-12,913.8817869999998,28717.7418125,16,14202.981249999999,0.375,Greed,70.0,3.0,True
2024-02-13,559.44389,0.06054285714285714,14,142.85642857142858,1.0,Extreme Greed,79.0,4.0,True
2024-02-14,3830.599833,5443.060992846847,111,2890.4493693693694,0.7477477477477478,Greed,74.0,3.0,True
2024-02-15,1840.797677,2750.1658545873015,63,2939.4926984126987,0.9047619047619048,Greed,72.0,3.0,True
2024-02-16,5491.768834,696.7813038571429,182,3103.826978021978,0.8021978021978022,Greed,72.0,3.0,True
2024-02-17,1929.6418,3403.646719574468,94,4320.405,0.648936170212766,Extreme Greed,76.0,4.0,True
2024-02-18,477.6248299999999,3.395497731958763,97,1619.0532989690723,0.6288659793814433,Greed,72.0,3.0,True
2024-02-19,4317.768563,2068.0068288118814,101,2835.417821782178,0.7623762376237624,Extreme Greed,75.0,4.0,True
2024-02-20,3263.628824,2681.8062438974357,39,3062.0441025641026,0.7948717948717948,Greed,72.0,3.0,True
2024-02-21,1858.7985700000002,27.589205454545457,22,4911.250909090909,0.6818181818181818,Extreme Greed,78.0,4.0,True
2024-02-22,3894.1050699999996,1175.5737064772727,88,4239.02125,0.45454545454545453,Greed,74.0,3.0,True
2024-02-23,1418.55293,725.5068307692308,143,776.966013986014,0.958041958041958,Extreme Greed,76.0,4.0,True
2024-02-25,-30.7705,0.5663259999999999,5,896.0260000000001,0.0,Greed,74.0,3.0,False
2024-02-26,4416.8473,5.614911538461539,39,4927.875384615385,0.8717948717948718,Greed,72.0,3.0,True
2024-02-27,888.511733,36.161129396825395,63,3323.2111111111108,0.4126984126984127,Extreme Greed,79.0,4.0,True
2024-02-28,2503.747235,1.2982939111111111,45,3802.380666666667,0.8666666666666667,Extreme Greed,82.0,4.0,True
2024-02-29,9813.996992,11.306912146551724,116,3410.9200862068965,0.8620689655172413,Extreme Greed,80.0,4.0,True
2024-03-01,8244.241409,2.725657408759124,137,3452.370072992701,0.9343065693430657,Extreme Greed,80.0,4.0,True
2024-03-02,230.90060000000005,0.8005309032258064,31,2038.6309677419354,0.6774193548387096,Extreme Greed,80.0,4.0,True
2024-03-03,8361.086245,3.0333498607594938,79,4946.1478481012655,0.6835443037974683,Extreme Greed,83.0,4.0,True
2024-03-04,27799.775742,419.88134141,300,5259.989566666667,0.8866666666666667,Extreme Greed,82.0,4.0,True
2024-03-05,19791.026041,0.3816785944444444,180,4676.724,0.9055555555555556,Extreme Greed,90.0,4.0,True
2024-03-06,6814.825139,1.7171503902439025,82,3990.4636585365856,0.8780487804878049,Extreme Greed,75.0,4.0,True
2024-03-08,4271.886236,2.9131835970149256,67,2740.047462686567,0.8805970149253731,Extreme Greed,81.0,4.0,True
2024-03-09,9949.501624,15.9975568974359,117,5625.459401709401,0.8290598290598291,Extreme Greed,84.0,4.0,True
2024-03-10,2482.9272,34.630716666666665,42,5237.472619047619,0.6904761904761905,Extreme Greed,79.0,4.0,True
2024-03-11,3588.179495,2.647672619047619,42,4202.844047619047,0.9285714285714286,Extreme Greed,82.0,4.0,True
2024-03-12,3039.166,9.235375,8,12880.10625,0.875,Extreme Greed,81.0,4.0,True
2024-03-13,0.0,3979.957142857143,7,857.2571428571428,0.0,Extreme Greed,81.0,4.0,False
2024-03-14,3465.865832,252.0171572222222,18,11440.732222222221,0.8888888888888888,Extreme Greed,88.0,4.0,True
2024-03-15,6236.513651,502.81406972580646,62,5675.71629032258,0.6612903225806451,Extreme Greed,83.0,4.0,True
2024-03-16,228.57984,2750.4022475,8,4652.9575,0.125,Extreme Greed,81.0,4.0,True
2024-03-17,503.293955,2191.606,23,4326.389130434783,0.43478260869565216,Extreme Greed,79.0,4.0,True
2024-03-18,1456.9577,2238.5484684210523,19,4760.951578947369,0.3157894736842105,Extreme Greed,77.0,4.0,True
2024-03-19,668.797973,575.3537,24,9161.868333333334,0.20833333333333334,Extreme Greed,79.0,4.0,True
2024-03-20,6423.134599,193.64368536231885,69,3126.171739130435,0.8695652173913043,Greed,74.0,3.0,True
2024-03-21,2335.5080749999997,124.34982285714285,28,4210.556071428572,0.8214285714285714,Extreme Greed,78.0,4.0,True
2024-03-24,1297.018477,8.960757894736842,19,4873.274210526315,0.7894736842105263,Greed,74.0,3.0,True
2024-03-25,1302.916428,3582.2999999999997,7,8159.4742857142855,0.8571428571428571,Extreme Greed,75.0,4.0,True
2024-03-26,3215.906593,219.49172627118645,118,1682.7558474576272,0.9322033898305084,Extreme Greed,81.0,4.0,True
2024-03-27,150.41114,13627.738306315789,38,2628.020789473684,0.3157894736842105,Extreme Greed,83.0,4.0,True
2024-03-28,227.85100799999998,803.983042,13,2717.209230769231,0.6923076923076923,Extreme Greed,80.0,4.0,True
2024-03-29,883.097404,3541.54,15,5794.291333333333,0.4,Extreme Greed,79.0,4.0,True
2024-03-30,1100.57514,0.19727666666666666,45,2246.753777777778,0.9777777777777777,Extreme Greed,75.0,4.0,True
2024-03-31,912.786145,3627.730769230769,13,3070.2276923076925,0.7692307692307693,Extreme Greed,75.0,4.0,True
2024-04-01,2507.963406,1332.2278167402596,77,4408.7074025974025,0.5454545454545454,Extreme Greed,79.0,4.0,True
2024-04-02,883.760812,3060.7089024390243,41,5845.475853658536,0.2926829268292683,Extreme Greed,79.0,4.0,True
2024-04-03,126.7884,8.3283,4,4221.8925,0.25,Greed,71.0,3.0,True
2024-04-04,0.0,3401.434375,32,2999.6165625,0.0,Greed,70.0,3.0,False
2024-04-05,10706.484306,330.28005890000003,100,5037.918,0.9,Extreme Greed,79.0,4.0,True
2024-04-06,236.33513399999998,3328.08125,16,4263.979375,0.25,Extreme Greed,75.0,4.0,True
2024-04-07,0.0,3398.0043478260873,23,2173.397391304348,0.0,Extreme Greed,78.0,4.0,False
2024-04-08,1218.4267,3295.5374166666666,30,7064.688,0.03333333333333333,Extreme Greed,76.0,4.0,True
2024-04-09,0.0,3501.3000000000006,3,19021.280000000002,0.0,Extreme Greed,80.0,4.0,False
2024-04-10,5207.443414,3433.4707317073166,41,8578.926097560974,0.8780487804878049,Extreme Greed,78.0,4.0,True
2024-04-11,389.743164,3521.2125,16,4775.06,0.125,Extreme Greed,76.0,4.0,True
2024-04-12,-592.6458390000001,555.2924815968992,129,3427.0433333333335,0.5503875968992248,Extreme Greed,79.0,4.0,False
2024-04-13,6621.451755,658.6612459887641,89,5465.294943820225,0.6853932584269663,Greed,72.0,3.0,True
2024-04-14,-36104.012520000004,1787.6264255140186,107,6160.394112149533,0.308411214953271,Greed,72.0,3.0,False
2024-04-15,3774.08872,230.87443634146342,41,7100.272926829269,0.8536585365853658,Greed,74.0,3.0,True
2024-04-16,2467.702221,0.8237938510638297,47,3870.3653191489366,0.9148936170212766,Greed,65.0,3.0,True
2024-04-17,2441.4683999999997,4.993378571428572,14,6968.785000000001,0.9285714285714286,Greed,67.0,3.0,True
2024-04-19,1946.4454620000001,3065.0228571428574,35,9635.940571428573,0.7714285714285715,Greed,66.0,3.0,True
2024-04-20,0.0,285.09828863636363,22,2760.601818181818,0.0,Greed,66.0,3.0,False
2024-04-22,0.0,3202.222222222222,9,5332.623333333333,0.0,Greed,73.0,3.0,False
2024-04-23,1119.536196,2616.430871212121,66,3531.1348484848486,0.5303030303030303,Greed,71.0,3.0,True
2024-04-24,279.185907,3230.17,20,7063.762,0.3,Greed,72.0,3.0,True
2024-04-25,0.0,251.67034283783786,74,1624.8785135135136,0.0,Greed,72.0,3.0,False
2024-04-26,0.0,0.12152,3,1662.7633333333335,0.0,Greed,70.0,3.0,False
2024-04-27,4281.488139,3258.651851851852,27,5713.498888888889,0.7037037037037037,Greed,67.0,3.0,True
2024-04-28,0.0,451.9867443103448,58,758.3724137931034,0.0,Greed,65.0,3.0,False
2024-04-29,526.9338359999999,2245.884760888889,45,2415.5335555555553,0.37777777777777777,Greed,67.0,3.0,True
2024-04-30,0.0,3023.15,24,5209.114583333333,0.0,Greed,67.0,3.0,False
2024-05-01,0.0,2916.8142857142857,14,6216.103571428571,0.0,Neutral,54.0,2.0,False
2024-05-03,5306.017045,1960.4601549999998,36,7852.295833333333,0.4722222222222222,Neutral,48.0,2.0,True
2024-05-04,0.0,2089.1695403333333,9,6555.416666666667,0.0,Greed,67.0,3.0,False
2024-05-05,0.916,2099.545833333333,6,4011.391666666667,0.16666666666666666,Greed,69.0,3.0,True
2024-05-06,968.59038,3109.866666666667,9,22890.714444444442,0.4444444444444444,Greed,71.0,3.0,True
2024-05-07,883.537693,1715.215231,18,6039.865555555556,0.5,Greed,68.0,3.0,True
2024-05-08,1.56576,2312.7117384615385,13,5074.89,0.07692307692307693,Greed,64.0,3.0,True
2024-05-09,1147.595856,2667.6832657142854,28,7927.361428571428,0.39285714285714285,Greed,55.0,3.0,True
2024-05-10,2101.741695,2946.254545454545,22,7131.0,0.2727272727272727,Greed,66.0,3.0,True
2024-05-11,251.604742,2922.511111111111,9,7027.661111111111,1.0,Neutral,53.0,2.0,True
2024-05-12,0.0,1272.34931,23,2399.111304347826,0.0,Greed,56.0,3.0,False
2024-05-13,2136.853859,2635.7705885714286,28,6897.103571428571,0.35714285714285715,Greed,57.0,3.0,True
2024-05-14,1150.5233050000002,2912.1304347826085,23,6341.452173913043,0.17391304347826086,Greed,66.0,3.0,True
2024-05-15,948.970582,2930.625,36,6525.626944444444,0.4722222222222222,Greed,64.0,3.0,True
2024-05-16,214.5898,2656.364285925926,27,6022.998518518518,0.18518518518518517,Greed,70.0,3.0,True
2024-05-18,3522.3946610000003,3123.796,25,5052.1256,0.64,Greed,73.0,3.0,True
2024-05-19,0.0,3079.425,8,3749.76125,0.0,Greed,72.0,3.0,False
2024-05-20,-74.818442,2156.14175,10,3812.475,0.0,Greed,70.0,3.0,False
2024-05-21,7289.397571999999,14134.35288,125,8807.588720000002,0.112,Extreme Greed,76.0,4.0,True
2024-05-22,0.0,3733.3333333333335,6,7499.215,0.0,Extreme Greed,76.0,4.0,False
2024-05-23,413.347329,1108.603136243077,325,1236.4633846153845,0.4461538461538462,Extreme Greed,76.0,4.0,True
2024-05-24,821.949278,3844.4,2,25405.949999999997,1.0,Greed,74.0,3.0,True
2024-05-25,14.126038999999999,469.7218425,16,1874.4456249999998,0.3125,Extreme Greed,76.0,4.0,True
2024-05-26,778.6839,496.56757500000003,16,3373.541875,0.25,Extreme Greed,75.0,4.0,True
2024-05-27,1129.35587,33.197340745019915,251,602.0546613545816,0.35856573705179284,Greed,74.0,3.0,True
2024-05-29,277.791953,4235.211447786585,164,513.8339024390243,0.4146341463414634,Greed,72.0,3.0,True
2024-05-30,20.951433,20348.618645714287,7,405.4414285714286,0.7142857142857143,Greed,73.0,3.0,True
2024-05-31,25.35812,2.152072923076923,13,279.70307692307694,0.3076923076923077,Greed,73.0,3.0,True
2024-06-01,91.510419,1.1308718,25,513.3848,0.36,Greed,72.0,3.0,True
2024-06-02,192.906947,1.0599227956989248,93,316.822688172043,0.3655913978494624,Greed,73.0,3.0,True
2024-06-03,562.808208,1.3030562857142858,70,306.66942857142857,0.6285714285714286,Greed,73.0,3.0,True
2024-06-04,52.211438,13394.864554716982,53,457.42283018867926,0.4716981132075472,Greed,73.0,3.0,True
2024-06-05,56.055506,2682.9926944444446,54,469.4587037037037,0.2962962962962963,Extreme Greed,75.0,4.0,True
2024-06-06,274.173187,30.647596965811967,234,587.8536752136753,0.42735042735042733,Extreme Greed,78.0,4.0,True
2024-06-07,8902.467416,1232.3513694545454,440,2496.7926363636366,0.4,Extreme Greed,77.0,4.0,True
2024-06-08,129.13883900000002,10513.408993103449,29,3356.961379310345,0.27586206896551724,Greed,72.0,3.0,True
2024-06-09,0.0,1091.865705882353,17,1318.2482352941176,0.0,Extreme Greed,75.0,4.0,False
2024-06-10,31.266804999999998,280.7776811320755,53,879.0175471698113,0.33962264150943394,Greed,72.0,3.0,True
2024-06-11,4320.631811,8924.726208861788,123,3034.7960975609753,0.13821138211382114,Greed,74.0,3.0,True
2024-06-12,-21886.531493,1364.4425952755905,254,761.4486614173228,0.08267716535433071,Greed,72.0,3.0,False
2024-06-13,6632.757115,180.8725936708861,79,1678.1926582278481,0.24050632911392406,Greed,70.0,3.0,True
2024-06-14,10258.592609,1759.0960645161292,31,4511.892258064517,0.4838709677419355,Greed,74.0,3.0,True
2024-06-15,3369.958346,2138.914496153846,78,9209.61858974359,0.48717948717948717,Greed,74.0,3.0,True
2024-06-16,0.0,4.114990909090909,11,2294.0981818181817,0.0,Greed,71.0,3.0,False
2024-06-17,10599.502375,1595.9607578947368,38,9694.213684210526,0.6578947368421053,Greed,71.0,3.0,True
2024-06-18,282.57636,2787.8253600000003,25,10532.5916,0.16,Greed,74.0,3.0,True
2024-06-19,4887.656944,1563.7263098360656,61,6837.231475409836,0.5081967213114754,Greed,64.0,3.0,True
2024-06-20,57478.456026,374.05558,39,5333.097435897435,0.20512820512820512,Greed,60.0,3.0,True
2024-06-21,773.5582039999999,877.39821875,80,2203.306125,0.0375,Greed,63.0,3.0,True
2024-06-22,756.876565,1765.2402375,24,7066.427916666667,0.3333333333333333,Neutral,53.0,2.0,True
2024-06-23,0.0,3.09,5,358.424,0.0,Greed,55.0,3.0,False
2024-06-24,0.0,2708.8659548387095,31,13000.090322580645,0.0,Neutral,51.0,2.0,False
2024-06-25,4869.353105,3.248285714285714,49,2104.062857142857,0.22448979591836735,Fear,30.0,1.0,True
2024-06-26,4197.732182,1472.1298,72,5072.092500000001,0.2916666666666667,Neutral,46.0,2.0,True
2024-06-27,0.0,1362.6499733333333,30,4349.565,0.0,Fear,40.0,1.0,False
2024-06-29,6150.326145,767.398007192,75,3734.6014666666665,0.32,Fear,30.0,1.0,True
2024-06-30,0.0,724.8069907142857,14,2180.049285714286,0.0,Neutral,47.0,2.0,False
2024-07-01,5065.839308,1312.7375605675,64,5666.721093749999,0.40625,Neutral,53.0,2.0,True
2024-07-02,2421.253116,3.4119444444444444,18,1852.6372222222224,0.7222222222222222,Neutral,51.0,2.0,True
2024-07-03,1118.387284,2039.0916666666667,18,9977.814444444444,0.2222222222222222,Neutral,50.0,2.0,True
2024-07-04,0.0,2795.886,25,17222.720400000002,0.0,Fear,44.0,1.0,False
2024-07-05,0.0,1837.889625,32,8509.0590625,0.0,Fear,29.0,1.0,False
2024-07-06,108.87217799999999,1.10232597125,24,103.75708333333334,0.2916666666666667,Fear,26.0,1.0,True
2024-07-07,61.428942,3.9900000000000007,10,49.875,1.0,Fear,29.0,1.0,True
2024-07-08,0.0,3.19,1,497.64,0.0,Fear,28.0,1.0,False
2024-07-09,648.984412,4.546446666666666,15,182.42999999999998,1.0,Fear,27.0,1.0,True
2024-07-10,11977.734907,2410.4582857142855,56,12283.93232142857,0.6785714285714286,Fear,28.0,1.0,True
2024-07-11,1876.812082,3151.1421052631576,19,8941.422105263156,0.47368421052631576,Fear,29.0,1.0,True
2024-07-12,1412.314654,1621.380905263158,19,4714.893157894737,0.47368421052631576,Fear,25.0,1.0,True
2024-07-13,2913.617837,2416.179635294118,17,8187.599411764706,1.0,Fear,25.0,1.0,True
2024-07-14,0.0,3194.1857142857143,7,12000.16142857143,0.0,Fear,33.0,1.0,False
2024-07-15,-1.0,2752.5296153846157,26,7628.6480769230775,0.0,Neutral,52.0,2.0,False
2024-07-16,0.0,3446.881818181818,22,6545.480454545454,0.0,Greed,65.0,3.0,False
2024-07-17,1859.269477,92.99230740740741,351,1783.4915384615385,0.4131054131054131,Greed,69.0,3.0,True
2024-07-18,3803.884311,2995.8028266666665,60,10828.414166666666,0.8,Greed,61.0,3.0,True
2024-07-19,2155.891114,8050.626695652173,23,6533.453043478262,0.5217391304347826,Greed,60.0,3.0,True
2024-07-20,2299.169566,124.94923650375941,266,918.65492481203,0.12406015037593984,Greed,74.0,3.0,True
2024-07-21,-2960.716887,27.973419642857145,448,523.0077232142856,0.046875,Greed,74.0,3.0,False
2024-07-22,1517.119876,481.8778051948052,154,1975.4142857142856,0.14285714285714285,Greed,70.0,3.0,True
2024-07-23,89890.302206,23.578924594594596,370,968.9906486486486,0.8891891891891892,Greed,71.0,3.0,True
2024-07-24,625.561479,115.88352861011111,90,768.977,0.2,Greed,69.0,3.0,True
2024-07-25,916.7382600000001,2688.136446210769,78,6776.350128205129,0.1282051282051282,Greed,68.0,3.0,True
2024-07-26,2766.513113,826.2452972302632,152,3609.1292763157894,0.40131578947368424,Greed,68.0,3.0,True
2024-07-27,6400.623656,2922.802513681579,57,15880.697368421053,0.7368421052631579,Greed,72.0,3.0,True
2024-07-28,587.29903,607.7397125,16,2703.4175,0.75,Greed,71.0,3.0,True
2024-07-29,330.80445399999996,48349.08078974359,39,8389.72153846154,0.41025641025641024,Greed,74.0,3.0,True
2024-07-30,0.0,3295.4833333333336,6,6001.078333333334,0.0,Greed,67.0,3.0,False
2024-07-31,765.690884,256.78039232558143,43,1965.2683720930231,0.32558139534883723,Greed,61.0,3.0,True
2024-08-01,167.080017,18740.473002526316,57,3996.044385964912,0.07017543859649122,Neutral,52.0,2.0,True
2024-08-02,782.3681909999999,14406.321016984128,63,6290.799523809524,0.2698412698412698,Greed,57.0,3.0,True
2024-08-03,464.1897,2718.8256902127027,37,7852.239459459459,0.02702702702702703,Fear,37.0,1.0,True
2024-08-04,-122672.000883,11138.705859755904,127,9509.795826771655,0.023622047244094488,Fear,34.0,1.0,False
2024-08-05,-13013.665169,14847.670722625,80,5256.1925,0.4125,Fear,26.0,1.0,False
2024-08-06,267.318048,1056.048024274299,107,574.5642990654205,0.12149532710280374,Extreme Fear,17.0,0.0,True
2024-08-07,188.789255,1.594288883939394,33,75.53848484848484,0.30303030303030304,Fear,29.0,1.0,True
2024-08-08,-40.712216999999995,520.3884688888888,9,1811.038888888889,0.0,Extreme Fear,20.0,0.0,False
2024-08-09,18082.071276,4675.996384345139,144,3494.4781944444444,0.2986111111111111,Neutral,48.0,2.0,True
2024-08-10,0.0,1.8675185526136362,88,128.8555681818182,0.0,Fear,40.0,1.0,False
2024-08-11,847.7766200000001,892.9076233333334,24,1842.9254166666667,0.16666666666666666,Fear,39.0,1.0,True
2024-08-12,858.6705000000001,855.5521279583332,48,1128.4858333333334,0.125,Fear,25.0,1.0,True
2024-08-13,212.08102,458.5604338260869,23,904.2552173913043,0.34782608695652173,Fear,31.0,1.0,True
2024-08-14,2168.9015130000003,971.82196148,25,2668.4012,0.2,Fear,30.0,1.0,True
2024-08-15,0.0,0.032253416666666666,12,126.86416666666668,0.0,Fear,29.0,1.0,False
2024-08-16,825.230544,13243.149667228572,35,4753.795428571429,0.08571428571428572,Fear,27.0,1.0,True
2024-08-17,-288.283113,0.17191166666666666,30,1008.2986666666667,0.0,Fear,25.0,1.0,False
2024-08-18,307.201888,2467.2810786666664,15,4186.965333333334,0.8,Fear,31.0,1.0,True
2024-08-19,339.69958299999996,58542.625,8,12539.37875,0.625,Fear,28.0,1.0,True
2024-08-20,192.602844,1739.2645333333332,12,4159.566666666667,0.08333333333333333,Fear,30.0,1.0,True
2024-08-21,656.200925,141.46601248275863,145,724.0717931034483,0.3724137931034483,Fear,26.0,1.0,True
2024-08-23,1005.30527,2683.83,10,6350.956,0.3,Fear,34.0,1.0,True
2024-08-24,0.0,46230.142857142855,7,4999.952857142857,0.0,Greed,56.0,3.0,False
2024-08-25,0.0,19585.087261176468,17,1291.1929411764704,0.0,Neutral,54.0,2.0,False
2024-08-26,231.236918,2263.875,6,15435.211666666668,0.3333333333333333,Greed,55.0,3.0,True
2024-08-27,0.0,372.7858502784,50,1405.0032,0.0,Neutral,48.0,2.0,False
2024-08-28,1333.359645,15309.777777777777,9,7906.674444444444,0.2222222222222222,Fear,30.0,1.0,True
2024-08-29,0.0,60802.0,1,9995.85,0.0,Fear,29.0,1.0,False
2024-08-30,256.464,11097.769382833334,6,6205.54,0.16666666666666666,Fear,34.0,1.0,True
2024-08-31,10.882801,11030.937086423235,34,3161.983235294118,0.35294117647058826,Fear,29.0,1.0,True
2024-09-01,137.433093,44.57331249999999,12,1029.9733333333334,0.4166666666666667,Fear,26.0,1.0,True
